kode_univ,kode_prodi,nama_prodi,jenjang,daya_tampung_2023,peminat_2018,peminat_2019,peminat_2020,peminat_2021,peminat_2022,daya_tampung_2018,daya_tampung_2019,daya_tampung_2020,daya_tampung_2021,daya_tampung_2022
362,362055,PENDIDIKAN SENI RUPA,Sarjana,16,202,125,149,126,135,28,24,24,27,24
362,362056,SASTRA INDONESIA,Sarjana,24,506,283,333,325,377,28,24,24,27,36
362,362057,SASTRA INGGRIS,Sarjana,24,823,468,502,635,497,25,24,24,27,24
362,362058,PENDIDIKAN SENI TARI,Sarjana,16,143,101,162,148,113,28,24,24,27,24
362,362059,PENDIDIKAN SENI MUSIK,Sarjana,16,171,91,131,98,85,28,24,24,27,24
362,362060,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,Sarjana,32,836,474,554,476,534,39,33,36,40,48
362,362061,PENDIDIKAN BAHASA JAWA,Sarjana,24,382,250,278,309,277,32,33,36,40,48
362,362062,ILMU KOMUNIKASI,Sarjana,24,1290,800,909,1830,1758,28,24,24,41,54
362,362063,PSIKOLOGI,Sarjana,32,2150,1317,1438,1422,1504,28,24,24,27,36
363,363001,TEKNIK GEOLOGI,Sarjana,60,715,526,432,311,505,48,31,31,31,60
363,363002,TEKNIK PERTAMBANGAN,Sarjana,52,1194,1011,905,729,812,48,36,34,34,48
363,363003,TEKNIK PERMINYAKAN,Sarjana,54,1129,673,724,485,520,48,36,34,34,54
363,363004,TEKNIK LINGKUNGAN,Sarjana,36,519,452,386,253,314,27,25,25,25,36
363,363005,TEKNIK GEOFISIKA,Sarjana,24,215,175,185,80,138,21,18,18,18,24
363,363006,TEKNIK KIMIA,Sarjana,48,584,376,301,246,256,60,32,32,32,48
363,363007,TEKNIK INDUSTRI,Sarjana,56,830,530,565,513,625,48,32,32,32,56
363,363008,TEKNIK INFORMATIKA,Sarjana,48,1059,767,884,852,812,60,40,40,40,48
363,363009,AGROTEKNOLOGI,Sarjana,54,703,737,736,449,392,83,50,70,70,60
363,363010,AGRIBISNIS,Sarjana,30,527,484,422,316,403,36,24,24,24,30
363,363011,METALURGI,Sarjana,24,211,88,99,42,113,18,12,15,16,26
363,363012,ILMU TANAH,Sarjana,24,232,134,206,80,177,24,24,24,24,30
363,363013,SISTEM INFORMASI,Sarjana,36,364,160,246,231,384,24,18,18,20,36
363,363015,MANAJEMEN,Sarjana,150,1567,1220,1128,951,1051,96,64,73,73,104
363,363016,AKUNTANSI,Sarjana,96,691,593,714,504,599,72,40,60,60,80
363,363017,EKONOMI PEMBANGUNAN,Sarjana,64,482,403,363,248,350,48,32,32,32,40
363,363018,ILMU HUBUNGAN INTERNASIONAL,Sarjana,40,630,479,458,371,334,42,32,36,40,40
363,363019,ILMU ADMINISTRASI BISNIS,Sarjana,40,846,554,580,413,454,48,28,36,36,40
363,363020,ILMU KOMUNIKASI,Sarjana,48,1325,895,997,602,682,48,32,40,40,48
363,363021,HUBUNGAN MASYARAKAT,Sarjana,40,199,185,277,204,321,12,16,24,32,40
364,364001,SENI TARI,Sarjana,24,114,74,115,91,65,18,20,20,24,24
364,364002,SENI MUSIK,Sarjana,38,140,83,117,106,67,12,15,12,15,24
364,364003,PENDIDIKAN MUSIK,Sarjana,27,107,55,90,56,75,14,11,11,14,14
364,364004,PENCIPTAAN MUSIK,Sarjana,15,44,36,39,35,40,12,10,10,12,12
364,364005,SENI TEATER,Sarjana,21,33,23,37,47,36,18,19,18,21,21
364,364006,"PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK",Sarjana,14,77,32,34,33,43,14,11,11,14,14
364,364007,SENI RUPA MURNI,Sarjana,36,161,101,169,127,124,30,25,25,36,36
364,364008,KRIYA SENI,Sarjana,33,78,57,70,64,47,21,19,20,29,29
364,364009,DESAIN INTERIOR,Sarjana,36,273,193,264,294,171,27,22,23,27,26
364,364010,DESAIN KOMUNIKASI VISUAL,Sarjana,36,552,484,659,830,666,27,22,23,27,27
364,364011,DESAIN PRODUK,Sarjana,21,114,45,69,61,45,12,9,10,11,12
364,364012,TELEVISI DAN FILM,Sarjana,36,328,299,409,547,454,27,22,23,29,24
364,364013,FOTOGRAFI,Sarjana,36,151,88,172,236,218,26,21,22,27,27
364,364014,SENI KARAWITAN,Sarjana,15,24,10,29,29,27,17,15,13,15,15
364,364015,ETNOMUSIKOLOGI,Sarjana,15,22,12,20,17,13,12,14,15,18,15
365,365001,MATEMATIKA,Sarjana,24,143,90,129,94,88,17,12,10,15,15
365,365002,FISIKA,Sarjana,12,55,36,37,27,31,17,12,10,10,12
365,365003,KIMIA,Sarjana,18,95,86,116,52,43,17,12,10,15,15
365,365004,BIOLOGI,Sarjana,18,169,96,141,115,107,17,12,10,15,15
365,365005,TEKNIK INFORMATIKA,Sarjana,20,520,396,541,456,412,17,12,10,16,16
365,365006,TEKNIK INDUSTRI,Sarjana,18,301,168,238,189,200,17,12,10,15,15
365,365007,PENDIDIKAN MATEMATIKA,Sarjana,18,298,184,155,137,117,17,12,8,12,12
365,365008,PENDIDIKAN FISIKA,Sarjana,12,90,57,49,41,28,17,12,8,12,12
365,365009,PENDIDIKAN KIMIA,Sarjana,12,137,72,94,45,44,17,12,8,12,12
365,365010,PENDIDIKAN BIOLOGI,Sarjana,18,249,138,150,115,97,17,12,8,12,12
365,365013,ILMU PERPUSTAKAAN (IP),Sarjana,30,495,395,474,334,312,36,24,24,20,23
365,365022,PSIKOLOGI,Sarjana,35,894,572,754,615,605,41,24,24,26,21
365,365023,SOSIOLOGI,Sarjana,16,338,226,282,203,193,23,16,15,13,11
365,365024,ILMU KOMUNIKASI,Sarjana,32,815,530,714,623,518,41,24,24,26,21
365,365026,SASTRA INGGRIS (SI),Sarjana,20,295,212,267,158,152,21,16,16,16,16
365,365029,ILMU HUKUM (IH),Sarjana,40,576,416,473,498,554,45,28,27,29,40
365,365030,ILMU KESEJAHTERAAN SOSIAL (IKS),Sarjana,17,341,283,326,258,243,24,16,15,15,17
371,371001,AGROTEKNOLOGI / AGROEKOTEKNOLOGI,Sarjana,45,921,554,450,335,255,60,45,39,37,38
371,371002,AGRIBISNIS,Sarjana,40,1156,647,591,604,521,42,45,49,42,42
371,371003,PENDIDIKAN MATEMATIKA,Sarjana,55,666,495,458,468,497,54,44,41,45,68
371,371004,PENDIDIKAN FISIKA,Sarjana,35,282,202,205,169,171,42,39,41,40,41
371,371005,PENDIDIKAN BIOLOGI,Sarjana,35,560,424,410,362,437,42,42,41,40,41
371,371006,TEKNOLOGI HASIL PERTANIAN,Sarjana,35,686,451,391,248,283,45,38,36,38,50
371,371007,TEKNIK PERTANIAN,Sarjana,35,321,196,229,184,170,35,33,38,38,33
371,371008,PENDIDIKAN  DOKTER GIGI,Sarjana,40,1065,818,787,724,750,42,42,48,32,34
371,371009,MATEMATIKA,Sarjana,30,368,275,268,281,225,36,36,42,42,42
371,371010,FISIKA,Sarjana,35,178,119,102,85,100,24,27,28,32,32
371,371011,KIMIA,Sarjana,30,375,252,158,181,161,24,24,28,32,32
371,371012,BIOLOGI,Sarjana,30,312,234,228,282,297,24,27,28,32,32
371,371013,PENDIDIKAN DOKTER,Sarjana,35,1403,1220,1173,1019,1124,42,42,48,28,30
371,371014,KESEHATAN MASYARAKAT,Sarjana,50,1798,1103,1011,939,924,54,60,60,60,60
371,371015,TEKNIK MESIN,Sarjana,30,478,289,338,215,203,56,36,36,36,36
371,371016,TEKNIK ELEKTRO,Sarjana,30,516,304,291,216,176,56,36,36,36,36
371,371017,TEKNIK SIPIL,Sarjana,40,929,642,574,449,498,51,44,48,48,48
371,371018,FARMASI,Sarjana,40,1917,1400,1145,1349,1408,66,48,48,48,48
371,371019,ILMU KEPERAWATAN,Sarjana,50,1310,999,1031,1214,1322,80,60,60,60,60
371,371020,SISTEM INFORMASI,Sarjana,25,768,547,555,463,455,45,45,45,30,30
371,371024,TEKNOLOGI INDUSTRI PERTANIAN,Sarjana,30,285,148,201,264,189,29,24,40,48,39
371,371025,ILMU TANAH,Sarjana,20,128,54,68,117,108,12,15,18,24,20
371,371026,PROTEKSI TANAMAN,Sarjana,20,76,42,69,56,128,12,15,18,15,20
371,371027,TEKNOLOGI INFORMASI,Sarjana,25,447,277,396,331,336,30,30,30,30,30
371,371028,PENDIDIKAN IPA,Sarjana,35,285,195,331,312,366,35,38,41,40,41
371,371029,PERENCANAAN WILAYAH DAN KOTA,Sarjana,15,204,193,354,298,337,25,24,28,28,28
371,371030,TEKNIK KIMIA,Sarjana,11,195,166,172,143,169,32,36,42,42,42
371,371031,AGRONOMI,Sarjana,25,85,63,152,105,149,12,15,28,15,24
371,371032,ILMU PERTANIAN,Sarjana,20,78,61,106,114,152,12,15,28,15,24
371,371033,INFORMATIKA,Sarjana,25,388,251,317,326,378,30,30,30,30,30
371,371034,PENYULUHAN PERTANIAN,Sarjana,20,49,44,63,77,90,12,15,18,24,20
371,371035,TEKNIK LINGKUNGAN,Sarjana,15,148,150,195,191,264,24,24,28,28,28
371,371036,TEKNIK KONSTRUKSI PERKAPALAN,Sarjana,17,35,24,47,80,66,16,18,21,21,21
371,371037,PETERNAKAN,Sarjana,20,101,74,98,129,128,12,15,28,24,24
371,371041,ILMU HUKUM,Sarjana,115,948,633,669,858,864,200,150,140,135,135
371,371042,HUBUNGAN INTERNASIONAL,Sarjana,35,379,303,312,361,342,32,45,45,46,45
371,371043,ILMU ADMINISTRASI NEGARA,Sarjana,35,628,403,353,635,557,40,45,48,47,47
371,371044,ILMU ADMINISTRASI BISNIS,Sarjana,40,891,681,625,669,660,40,45,45,48,51
371,371045,ILMU KESEJAHTERAAN SOSIAL,Sarjana,30,404,370,372,445,423,40,45,48,48,45
371,371046,SOSIOLOGI,Sarjana,20,441,352,392,415,439,32,45,48,48,45
371,371047,EKONOMI PEMBANGUNAN,Sarjana,40,770,483,384,382,403,48,48,45,45,54
371,371048,MANAJEMEN,Sarjana,50,1888,1186,1124,1278,1018,60,68,72,60,81
371,371049,AKUNTANSI,Sarjana,55,1251,809,728,740,634,72,68,60,75,84
371,371050,PENDIDIKAN LUAR SEKOLAH,Sarjana,25,118,78,88,108,97,28,30,36,36,36
371,371051,PENDIDIKAN EKONOMI,Sarjana,35,408,306,258,309,284,42,39,41,40,41
371,371052,PENDIDIKAN SEJARAH,Sarjana,25,306,218,225,201,276,42,39,27,27,27
371,371053,PENDIDIKAN BAHASA INGGRIS,Sarjana,35,466,282,263,415,290,42,38,41,40,41
371,371054,PENDIDIKAN BHS. & SASTRA INDO.,Sarjana,35,546,376,312,476,508,42,41,41,40,41
371,371055,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,35,721,541,589,769,789,63,60,41,40,41
371,371056,SASTRA INGGRIS,Sarjana,25,384,237,219,304,233,37,30,36,30,30
371,371057,SASTRA INDONESIA,Sarjana,25,241,177,250,197,173,37,30,35,35,30
371,371058,ILMU SEJARAH,Sarjana,25,150,93,176,168,198,39,30,35,35,40
371,371059,TELEVISI & FILM,Sarjana,25,450,213,275,309,263,32,30,30,30,30
371,371060,PG PAUD,Sarjana,35,152,107,155,173,190,35,39,54,40,41
371,371061,EKONOMI SYARIAH,Sarjana,20,419,175,214,257,261,21,18,15,24,29
371,371062,PENDIDIKAN GEOGRAFI,Sarjana,25,294,194,202,135,203,28,15,27,27,27
371,371063,EKONOMI SYARIAH KAMPUS BONDOWOSO,Sarjana,10,77,69,71,82,60,25,21,15,12,14
371,371064,PEND. GURU SEKOLAH DASAR KAMPUS BONDOWOSO,Sarjana,25,164,137,136,141,139,35,30,27,27,27
372,372001,MANAJEMEN SUMBERDAYA PERAIRAN,Sarjana,63,550,322,365,216,241,43,54,48,48,42
372,372002,BUDIDAYA PERAIRAN,Sarjana,63,414,321,250,213,150,43,54,48,48,42
372,372003,TEKNIK SIPIL,Sarjana,54,1751,1133,972,765,637,41,53,51,51,40
372,372004,TEKNIK MESIN,Sarjana,63,1068,728,693,554,415,51,60,60,60,47
372,372005,TEKNIK ELEKTRO,Sarjana,66,1083,766,755,477,420,51,60,60,60,49
372,372006,ARSITEKTUR,Sarjana,54,1263,925,894,808,664,41,53,51,51,42
372,372007,TEKNIK PENGAIRAN,Sarjana,54,554,391,393,255,233,41,53,51,51,40
372,372008,KEDOKTERAN,Sarjana,83,1745,1709,1643,1779,1730,68,75,75,75,55
372,372009,TEKNOLOGI PANGAN,Sarjana,75,1445,978,894,735,679,36,51,57,57,47
372,372010,BIOLOGI,Sarjana,59,574,426,372,387,355,45,53,53,53,39
372,372011,FISIKA,Sarjana,33,282,257,205,126,100,36,36,36,30,22
372,372012,KIMIA,Sarjana,66,527,420,436,313,270,41,60,60,60,44
372,372013,MATEMATIKA,Sarjana,60,681,547,572,435,376,41,60,60,60,40
372,372014,PEMANFAATAN SUMBERDAYA PERIKANAN,Sarjana,63,342,238,224,143,160,43,54,48,48,42
372,372015,TEKNOLOGI HASIL PERIKANAN,Sarjana,63,374,304,264,149,193,43,54,48,48,42
372,372016,AGROBISNIS PERIKANAN,Sarjana,63,370,297,263,186,175,43,54,48,48,42
372,372017,TEKNIK PERTANIAN DAN BIOSISTEM,Sarjana,50,278,181,238,187,237,30,39,39,39,33
372,372018,STATISTIKA,Sarjana,66,1143,1083,1006,856,678,44,60,60,60,44
372,372019,PERENCANAAN WILAYAH & KOTA,Sarjana,54,1132,896,803,631,556,41,53,51,51,40
372,372020,TEKNIK INDUSTRI PERTANIAN,Sarjana,105,896,563,595,515,402,60,75,84,84,69
372,372021,ILMU KEPERAWATAN,Sarjana,66,764,559,689,1324,1304,30,42,60,60,44
372,372023,ILMU GIZI,Sarjana,54,1791,1197,1077,1010,853,36,36,48,48,36
372,372024,TEKNIK INDUSTRI,Sarjana,66,1700,1188,980,890,812,51,60,60,60,49
372,372025,TEKNIK INFORMATIKA,Sarjana,80,1453,1079,1027,1450,1265,72,72,72,72,53
372,372026,AGROEKOTEKNOLOGI,Sarjana,269,2145,1833,1564,895,740,214,234,243,243,179
372,372027,AGRIBISNIS,Sarjana,156,1937,1507,1360,1145,985,117,126,141,141,104
372,372028,PETERNAKAN,Sarjana,245,1130,711,866,625,564,195,198,222,222,163
372,372029,PENDIDIKAN DOKTER HEWAN,Sarjana,72,475,355,395,402,490,57,60,65,65,48
372,372030,PENDIDIKAN DOKTER GIGI,Sarjana,50,903,730,674,638,797,36,30,33,42,33
372,372031,ILMU KELAUTAN,Sarjana,63,493,366,407,204,264,43,54,48,48,42
372,372032,KEBIDANAN,Sarjana,45,725,490,450,630,682,33,33,33,33,25
372,372033,FARMASI,Sarjana,45,2051,1495,1278,1099,1147,36,36,36,36,27
372,372035,TEKNIK KOMPUTER,Sarjana,54,1031,554,657,346,391,48,48,48,48,36
372,372036,SISTEM INFORMASI,Sarjana,69,1422,929,1276,926,890,48,48,60,60,44
372,372037,TEKNIK KIMIA,Sarjana,44,633,482,448,423,429,30,45,44,44,32
372,372038,INSTRUMENTASI,Sarjana,33,162,124,113,102,111,23,27,27,30,22
372,372039,TEKNIK GEOFISIKA,Sarjana,33,384,259,208,209,229,28,27,27,30,22
372,372040,BIOTEKNOLOGI,Sarjana,54,617,568,572,442,503,27,39,42,42,36
372,372042,TEKNOLOGI BIOPROSES,Sarjana,38,227,156,227,138,114,15,27,30,30,25
372,372043,TEKNIK LINGKUNGAN,Sarjana,60,787,637,650,496,393,27,39,42,42,36
372,372046,PENDIDIKAN TEKNOLOGI INFORMASI,Sarjana,41,292,96,148,105,214,24,24,24,24,27
372,372047,TEKNOLOGI INFORMASI,Sarjana,54,293,179,327,470,576,24,24,36,48,36
372,372056,ILMU HUKUM,Sarjana,182,1670,1284,1184,1715,1586,207,195,165,165,121
372,372057,EKONOMI PEMBANGUNAN,Sarjana,51,557,481,424,337,438,36,39,39,39,33
372,372058,ADMINISTRASI PUBLIK,Sarjana,123,1143,948,897,960,817,96,102,111,111,82
372,372059,ADMINISTRASI BISNIS,Sarjana,140,1818,1269,1248,1410,1125,114,117,126,126,93
372,372060,MANAJEMEN,Sarjana,111,1545,1633,1657,1597,1529,71,84,96,96,73
372,372061,AKUNTANSI,Sarjana,129,2412,1237,1281,1105,893,81,84,102,105,86
372,372062,SOSIOLOGI,Sarjana,56,554,353,475,389,457,41,52,50,50,37
372,372063,ILMU KOMUNIKASI,Sarjana,89,996,822,909,1022,928,48,63,68,75,59
372,372064,PSIKOLOGI,Sarjana,92,1047,793,897,1221,1105,48,66,68,78,61
372,372065,HUBUNGAN INTERNASIONAL,Sarjana,77,912,632,613,760,654,48,51,48,60,51
372,372066,SASTRA INGGRIS,Sarjana,75,779,511,568,568,552,30,42,48,54,44
372,372067,SASTRA JEPANG,Sarjana,48,375,261,298,292,290,27,36,39,39,29
372,372068,BAHASA DAN SASTRA PRANCIS,Sarjana,30,151,105,103,53,93,17,21,24,24,18
372,372069,ILMU POLITIK,Sarjana,56,506,330,388,341,353,45,49,50,50,37
372,372070,ILMU PEMERINTAHAN,Sarjana,54,772,449,475,422,396,43,51,48,48,36
372,372072,PERPAJAKAN,Sarjana,83,1158,777,672,903,797,27,48,51,75,55
372,372075,EKONOMI ISLAM,Sarjana,47,597,351,379,299,294,27,39,38,38,31
372,372076,"EKONOMI, KEUANGAN DAN PERBANKAN",Sarjana,71,866,801,740,549,547,44,48,54,54,47
372,372077,ILMU PERPUSTAKAAN,Sarjana,33,330,265,287,266,274,15,27,30,30,22
372,372078,PARIWISATA,Sarjana,50,504,378,474,863,594,18,42,45,45,33
372,372080,PENDIDIKAN BAHASA INGGRIS,Sarjana,57,737,389,281,287,294,37,42,48,51,38
372,372081,PENDIDIKAN BAHASA JEPANG,Sarjana,27,202,91,91,112,121,18,21,24,24,18
372,372082,PENDIDIKAN BHS & SASTRA INDONESIA,Sarjana,38,536,268,251,265,250,23,30,33,33,25
372,372085,ADMINISTRASI PENDIDIKAN,Sarjana,33,156,124,151,166,254,15,24,27,27,20
372,372086,SENI RUPA MURNI,Sarjana,23,44,27,37,30,40,15,18,18,18,14
372,372087,SASTRA CINA,Sarjana,33,126,121,137,132,147,18,24,27,30,22
372,372088,ANTROPOLOGI,Sarjana,30,344,231,221,218,216,18,21,24,24,18
372,372089,KEWIRAUSAHAAN,Sarjana,30,629,341,380,398,457,18,21,26,26,20
373,373001,PENDIDIKAN MATEMATIKA,Sarjana,48,1160,660,605,625,608,50,28,41,50,40
373,373002,PENDIDIKAN FISIKA,Sarjana,35,504,272,242,192,212,32,22,30,36,32
373,373003,PENDIDIKAN KIMIA,Sarjana,35,630,323,266,204,236,31,22,30,36,32
373,373004,PENDIDIKAN BIOLOGI,Sarjana,28,869,513,401,406,415,30,22,28,33,24
373,373005,PENDIDIKAN TEKNIK MESIN,Sarjana,30,310,129,138,110,124,30,20,20,27,24
373,373006,PENDIDIKAN TEKNIK BANGUNAN,Sarjana,30,271,127,125,103,137,30,20,20,24,24
373,373007,PENDIDIKAN TEKNIK INFORMATIKA,Sarjana,20,604,269,259,224,291,27,18,12,18,16
373,373008,PENDIDIKAN TEKNIK OTOMOTIF,Sarjana,23,293,166,156,158,177,30,20,20,18,16
373,373009,ILMU KEOLAHRAGAAN,Sarjana,30,45,27,31,69,81,24,17,26,32,30
373,373010,MATEMATIKA,Sarjana,38,733,427,346,415,340,42,28,35,42,32
373,373011,FISIKA,Sarjana,35,321,201,183,102,161,32,24,30,36,32
373,373012,KIMIA,Sarjana,35,526,282,237,231,200,31,22,30,36,32
373,373013,BIOLOGI,Sarjana,28,624,339,338,368,352,30,22,28,33,24
373,373014,PENDIDIKAN TEKNIK ELEKTRO,Sarjana,20,243,118,94,73,95,27,18,12,18,16
373,373015,TEKNIK SIPIL,Sarjana,30,1341,619,619,759,746,42,28,28,42,32
373,373016,PENDIDIKAN ILMU PENGETAHUAN ALAM,Sarjana,30,649,357,359,320,373,32,21,28,33,24
373,373017,ILMU KESEHATAN MASYARAKAT,Sarjana,60,1136,615,986,1130,1241,27,32,40,48,50
373,373018,TEKNIK MESIN,Sarjana,23,582,320,348,352,392,18,12,12,18,16
373,373019,TEKNIK ELEKTRO,Sarjana,20,646,398,318,218,285,27,18,12,18,16
373,373020,TEKNIK INFORMATIKA,Sarjana,20,1424,750,743,814,978,27,18,12,18,16
373,373021,TEKNIK INDUSTRI,Sarjana,20,213,136,184,397,495,18,12,12,18,16
373,373028,BIMBINGAN DAN KONSELING,Sarjana,40,751,353,389,631,828,32,21,21,32,24
373,373029,"PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI",Sarjana,60,322,157,196,228,242,60,40,50,60,55
373,373030,TEKNOLOGI PENDIDIKAN,Sarjana,35,428,197,228,167,263,33,22,22,33,24
373,373031,PENDIDIKAN LUAR SEKOLAH,Sarjana,40,205,104,85,118,154,33,21,24,36,32
373,373032,ADMINISTRASI PENDIDIKAN,Sarjana,40,662,304,333,378,435,30,21,22,33,24
373,373033,PENDIDIKAN GURU SEKOLAH DASAR,Sarjana,90,2084,1349,1341,1518,1451,105,70,60,90,64
373,373034,PENDIDIKAN GURU PEND. ANAK USIA DINI,Sarjana,30,407,195,195,269,281,36,24,24,36,24
373,373035,PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN,Sarjana,40,486,323,300,265,339,48,32,32,48,32
373,373036,"PEND. BAHASA, SASTRA INDONESIA & DAERAH",Sarjana,35,1037,530,470,401,467,36,20,20,30,24
373,373037,PENDIDIKAN BAHASA INGGRIS,Sarjana,30,1162,532,477,492,425,36,24,34,36,24
373,373038,PENDIDIKAN BAHASA ARAB,Sarjana,30,542,287,250,350,331,27,18,18,27,24
373,373039,PENDIDIKAN SENI RUPA,Sarjana,30,190,100,130,164,136,30,20,20,32,24
373,373040,PENDIDIKAN BAHASA JERMAN,Sarjana,20,184,105,77,73,65,23,15,15,22,16
373,373041,PENDIDIKAN SENI TARI DAN MUSIK,Sarjana,30,143,86,107,84,80,30,20,20,30,24
373,373042,PENDIDIKAN SEJARAH,Sarjana,40,548,327,349,309,347,42,28,42,42,32
373,373043,PENDIDIKAN EKONOMI,Sarjana,35,591,319,250,310,341,42,28,28,42,32
373,373044,PENDIDIKAN TATA NIAGA,Sarjana,22,260,156,154,173,161,36,24,21,24,16
373,373045,PENDIDIKAN ADMINISTRASI PERKANTORAN,Sarjana,30,1164,639,680,685,691,48,32,21,36,24
373,373046,PENDIDIKAN AKUNTANSI,Sarjana,25,401,256,189,164,253,36,24,18,27,24
373,373047,PENDIDIKAN TATA BOGA,Sarjana,20,686,420,454,469,453,18,12,12,18,16
373,373048,PENDIDIKAN TATA BUSANA,Sarjana,20,539,385,359,515,410,18,12,12,18,16
373,373049,PSIKOLOGI,Sarjana,80,1616,882,948,1574,1633,60,40,40,60,64
373,373050,BAHASA DAN SASTRA INDONESIA,Sarjana,25,476,289,278,355,358,9,14,14,20,16
373,373051,BAHASA DAN SASTRA INGGRIS,Sarjana,23,808,436,404,446,461,18,13,18,18,17
373,373052,ILMU SEJARAH,Sarjana,10,210,95,131,142,123,12,8,12,12,8
373,373053,DESAIN KOMUNIKASI VISUAL,Sarjana,40,407,315,385,618,479,32,24,24,36,33
373,373054,AKUNTANSI,Sarjana,58,2265,1072,947,985,974,60,40,35,52,51
373,373055,EKONOMI DAN STUDI PEMBANGUNAN,Sarjana,35,1158,503,464,529,592,42,28,28,42,32
373,373056,MANAJEMEN,Sarjana,70,3398,1652,1717,2346,2041,84,56,49,84,56
373,373057,PENDIDIKAN LUAR BIASA,Sarjana,30,372,188,171,166,176,33,22,21,32,24
373,373058,PENDIDIKAN GEOGRAFI,Sarjana,40,749,453,354,274,306,48,32,32,48,32
373,373059,PENDIDIKAN BAHASA MANDARIN,Sarjana,20,171,76,74,71,76,15,10,10,15,16
373,373060,PENDIDIKAN ILMU PENGETAHUAN SOSIAL,Sarjana,20,338,174,260,220,247,24,16,24,24,16
373,373061,PENDIDIKAN KEPELATIHAN OLAHRAGA,Sarjana,40,132,66,96,103,126,24,18,30,36,40
373,373062,GEOGRAFI,Sarjana,30,575,324,278,253,271,24,16,18,27,24
373,373063,PENDIDIKAN SOSIOLOGI,Sarjana,30,766,440,465,366,498,24,22,32,32,24
373,373064,ILMU PERPUSTAKAAN,Sarjana,25,521,340,229,241,285,15,14,14,20,16
374,374001,MATEMATIKA,Sarjana,37,274,166,134,182,142,45,40,45,45,39
374,374002,BIOLOGI,Sarjana,46,381,230,280,293,241,42,40,60,60,52
374,374003,KIMIA,Sarjana,37,234,128,157,117,108,45,40,45,45,39
374,374004,FISIKA,Sarjana,37,124,74,67,66,53,30,30,45,45,39
374,374005,TEKNIK INFORMATIKA,Sarjana,47,565,331,525,426,402,45,54,60,60,52
374,374006,TEKNIK ARSITEKTUR,Sarjana,47,345,201,267,250,245,45,41,45,45,39
374,374007,FARMASI,Sarjana,40,800,568,703,929,880,38,40,45,45,39
374,374008,PENDIDIKAN DOKTER,Sarjana,15,670,462,479,538,603,15,15,15,15,13
374,374010,PENDIDIKAN IPS,Sarjana,37,351,184,185,213,200,60,40,45,45,39
374,374015,BAHASA DAN SASTRA INGGRIS,Sarjana,60,564,268,348,354,232,93,79,90,90,78
374,374017,PSIKOLOGI,Sarjana,70,931,670,902,843,698,90,80,90,90,78
374,374018,MANAJEMEN,Sarjana,73,1145,635,805,895,689,90,80,90,90,78
374,374019,AKUNTANSI,Sarjana,45,547,266,315,353,268,45,40,45,45,39
381,381001,KEDOKTERAN,Sarjana,60,1716,1372,1291,1158,1411,75,75,50,50,50
381,381002,KEDOKTERAN GIGI,Sarjana,50,1077,781,704,537,805,50,54,36,40,42
381,381003,FARMASI,Sarjana,56,1848,1257,1673,1425,1344,72,75,63,50,50
381,381004,KEDOKTERAN HEWAN,Sarjana,48,679,462,456,377,469,75,75,60,40,40
381,381005,MATEMATIKA,Sarjana,18,662,373,312,196,203,36,30,20,16,18
381,381006,BIOLOGI,Sarjana,18,503,333,325,226,221,30,30,23,18,18
381,381007,FISIKA,Sarjana,16,264,200,136,114,85,30,30,24,16,18
381,381008,KIMIA,Sarjana,18,519,345,283,207,172,30,30,25,20,20
381,381009,KESEHATAN MASYARAKAT,Sarjana,48,2098,1351,1297,945,1058,72,84,70,48,52
381,381010,KEPERAWATAN,Sarjana,48,718,576,766,1104,1288,45,53,54,46,46
381,381011,AKUAKULTUR,Sarjana,32,752,442,318,250,202,54,54,54,32,32
381,381012,KEBIDANAN,Sarjana,20,397,262,483,427,477,15,23,24,16,16
381,381013,TEKNIK BIOMEDIS,Sarjana,18,738,558,423,343,380,18,24,16,16,18
381,381014,TEKNIK LINGKUNGAN,Sarjana,22,537,360,376,301,272,18,24,20,20,20
381,381015,SISTEM INFORMASI,Sarjana,24,604,410,452,339,421,18,24,20,20,20
381,381016,STATISTIKA,Sarjana,24,598,445,420,368,356,18,24,20,20,20
381,381017,GIZI,Sarjana,32,1353,787,779,700,680,27,36,24,32,28
381,381018,KEDOKTERAN HEWAN (SIKIA BANYUWANGI),Sarjana,20,160,83,120,60,96,15,15,20,10,10
381,381019,KESEHATAN MASYARAKAT (SIKIA BANYUWANGI),Sarjana,20,234,116,117,103,117,15,15,20,10,10
381,381020,AKUAKULTUR (SIKIA BANYUWANGI),Sarjana,12,122,57,42,60,47,15,15,20,10,10
381,381021,TEKNOLOGI HASIL PERIKANAN,Sarjana,28,399,218,341,160,172,27,36,36,28,28
381,381027,ILMU HUKUM,Sarjana,70,1073,620,627,693,633,72,78,54,60,60
381,381028,ADMINISTRASI PUBLIK,Sarjana,26,1003,492,415,338,312,33,36,24,24,24
381,381029,PSIKOLOGI,Sarjana,50,1856,1072,1019,991,881,66,66,44,48,48
381,381030,SOSIOLOGI,Sarjana,24,524,298,310,300,208,30,30,30,24,24
381,381031,ILMU POLITIK,Sarjana,20,403,220,243,218,198,30,30,30,22,22
